Path,Category,FieldID,Field,Field_zh,Notes_zh,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link,Data
Online follow-up > Experience of pain,154.0,120080,Feel weak all over most of the time,大多数时间感到全身无力,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您大多数时间感到全身无力吗？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Do you feel weak all over most of the time? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120080,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120081,Feeling in feet and legs: symptoms are worse at night,脚和腿的感觉：夜间症状加重,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您的症状在夜间是否加重？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Are your symptoms worse at night? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120081,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120082,Legs usually hurt when walking,行走时腿通常会痛,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您行走时腿会痛吗？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Do your legs hurt when you walk? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120082,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120083,Usually able to sense feet when walking,行走时通常能感知到脚,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您行走时能感知到您的脚吗？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Are you able to sense your feet when you walk? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120083,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120084,Skin on feet usually so dry that it cracks open,脚部皮肤通常干燥到开裂,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您的脚部皮肤是否干燥到开裂？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Is the skin on your feet so dry that it cracks open? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120084,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120085,Ever had an amputation,曾进行过截肢,问题内容：我们现在想询问您腿部和脚部的感觉。根据您通常的感受选择“是”或“否”。您曾进行过截肢吗？仅在字段120001、120007或120008中至少有一个回答为“是”时提问,29358.0,29358.0,Accruing,Categorical single,,Data,Primary,Both sexes,Singular,No,502.0,"Question asked: We would now like to ask about the feeling in your legs and feet. Select yes or no based on how you usually feel. Have you ever had an amputation? Only asked if one or more of Field 120001 , Field 120007 , Field 120008 was answered yes.",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120085,"29,358 items of data are available, covering 29,358 participants, encoded using Data-Coding 502."
Online follow-up > Experience of pain,154.0,120086,Scale of pain that bothers most at its worst in the last 24 hours,过去24小时内最困扰的疼痛在最严重时的评分,问题内容：考虑最困扰您的疼痛，请选择最能描述过去24小时内最严重疼痛的数字，0表示无痛，10表示能想象的最严重疼痛。仅在字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中至少有一个回答为“是”时提问。指代字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中的单一疼痛或最困扰的区域（字段120037）。编码584定义了一个特殊值：-818表示“不愿回答”,84012.0,84012.0,Accruing,Integer,,Data,Primary,Both sexes,Singular,No,584.0,"Question asked: Thinking about the pain that bothers you most, please rate your pain by selecting the number that best describes your pain at its worst in the last 24 hours, with 0 meaing no pain and 10 meaning pain as bad as you can imagine. Only asked if one or more of Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 was answered yes. Refers to single pain from Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 or the area that bothers most ( Field 120037 ) Coding 584 defines 1 special value: -818 represents ""Prefer not to answer""",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120086,"84,012 items of data are available, covering 84,012 participants.Some values have special meanings defined by Data-Coding 584."
Online follow-up > Experience of pain,154.0,120087,Scale of pain that bothers most at its least in the last 24 hours,过去24小时内最困扰的疼痛在最轻微时的评分,问题内容：考虑最困扰您的疼痛，请选择最能描述过去24小时内最轻微疼痛的数字，0表示无痛，10表示能想象的最严重疼痛。仅在字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中至少有一个回答为“是”时提问。指代字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中的单一疼痛或最困扰的区域（字段120037）。编码584定义了一个特殊值：-818表示“不愿回答”,84012.0,84012.0,Accruing,Integer,,Data,Primary,Both sexes,Singular,No,584.0,"Question asked: Thinking about the pain that bothers you most, please rate your pain by selecting the number that best describes your pain at its least in the last 24 hours, with 0 meaing no pain and 10 meaning pain as bad as you can imagine. Only asked if one or more of Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 was answered yes. Refers to single pain from Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 or the area that bothers most ( Field 120037 ) Coding 584 defines 1 special value: -818 represents ""Prefer not to answer""",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120087,"84,012 items of data are available, covering 84,012 participants.Some values have special meanings defined by Data-Coding 584."
Online follow-up > Experience of pain,154.0,120088,Scale of pain that bothers most on average,最困扰的疼痛的平均评分,问题内容：考虑最困扰您的疼痛，请选择最能描述平均疼痛的数字，0表示无痛，10表示能想象的最严重疼痛。仅在字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中至少有一个回答为“是”时提问。指代字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中的单一疼痛或最困扰的区域（字段120037）。编码584定义了一个特殊值：-818表示“不愿回答”,84012.0,84012.0,Accruing,Integer,,Data,Primary,Both sexes,Singular,No,584.0,"Question asked: Thinking about the pain that bothers you most, please rate your pain by selecting the number that best describes your pain on the average, with 0 meaing no pain and 10 meaning pain as bad as you can imagine. Only asked if one or more of Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 was answered yes. Refers to single pain from Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 or the area that bothers most ( Field 120037 ) Coding 584 defines 1 special value: -818 represents ""Prefer not to answer""",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120088,"84,012 items of data are available, covering 84,012 participants.Some values have special meanings defined by Data-Coding 584."
Online follow-up > Experience of pain,154.0,120089,Scale of pain that bothers most right now,最困扰的疼痛当前的评分,问题内容：考虑最困扰您的疼痛，请选择最能描述当前疼痛的数字，0表示无痛，10表示能想象的最严重疼痛。仅在字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中至少有一个回答为“是”时提问。指代字段120023、120024、120025、120026、120027、120028、120029、120030、120031、120033、120034或120035中的单一疼痛或最困扰的区域（字段120037）。编码584定义了一个特殊值：-818表示“不愿回答”,84012.0,84012.0,Accruing,Integer,,Data,Primary,Both sexes,Singular,No,584.0,"Question asked: Thinking about the pain that bothers you most, please rate your pain by selecting the number that tells how much pain you have right now, with 0 meaing no pain and 10 meaning pain as bad as you can imagine. Only asked if one or more of Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 was answered yes. Refers to single pain from Field 120023 , Field 120024 , Field 120025 , Field 120026 , Field 120027 , Field 120028 , Field 120029 , Field 120030 , Field 120031 , Field 120033 , Field 120034 , Field 120035 or the area that bothers most ( Field 120037 ) Coding 584 defines 1 special value: -818 represents ""Prefer not to answer""",https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=120089,"84,012 items of data are available, covering 84,012 participants.Some values have special meanings defined by Data-Coding 584."
